36 25 1 4 2 2
1 4
30000.0 0.20 1.0
    1       0.000000       0.000000
    2       0.000000     400.000000
    3     400.000000       0.000000
    4     400.000000     400.000000
    5       0.000000     800.000000
    6     800.000000       0.000000
    7     400.000000     800.000000
    8     800.000000     400.000000
    9     800.000000     800.000000
   10    1200.000000       0.000000
   11       0.000000    1200.000000
   12     400.000000    1200.000000
   13    1200.000000     400.000000
   14    1200.000000     800.000000
   15     800.000000    1200.000000
   16       0.000000    1600.000000
   17    1600.000000       0.000000
   18     400.000000    1600.000000
   19    1600.000000     400.000000
   20    1200.000000    1200.000000
   21    1600.000000     800.000000
   22     800.000000    1600.000000
   23    1200.000000    1600.000000
   24    1600.000000    1200.000000
   25    2000.000000       0.000000
   26       0.000000    2000.000000
   27     400.000000    2000.000000
   28    2000.000000     400.000000
   29    2000.000000     800.000000
   30     800.000000    2000.000000
   31    1600.000000    1600.000000
   32    1200.000000    2000.000000
   33    2000.000000    1200.000000
   34    1600.000000    2000.000000
   35    2000.000000    1600.000000
   36    2000.000000    2000.000000
    1         16         18         27         26          1
    2         11         12         18         16          1
    3          5          7         12         11          1
    4          2          4          7          5          1
    5          1          3          4          2          1
    6         18         22         30         27          1
    7         12         15         22         18          1
    8          7          9         15         12          1
    9          4          8          9          7          1
   10          3          6          8          4          1
   11         22         23         32         30          1
   12         15         20         23         22          1
   13          9         14         20         15          1
   14          8         13         14          9          1
   15          6         10         13          8          1
   16         23         31         34         32          1
   17         20         24         31         23          1
   18         14         21         24         20          1
   19         13         19         21         14          1
   20         10         17         19         13          1
   21         31         35         36         34          1
   22         24         33         35         31          1
   23         21         29         33         24          1
   24         19         28         29         21          1
   25         17         25         28         19          1
    1     1     1
    2     1     1
    5     1     1
   11     1     1
   16     1     1
   26     1     1
    0     0     0
   25      50.000000     -20.000000
   28     120.000000     -60.000000
   29     180.000000    -120.000000
   33     120.000000    -180.000000
   35      80.000000    -120.000000
   36      40.000000     -60.000000
    0       0.000000       0.000000
